,HU,MD,PL,RO,SK
2022-03-09 21:00:00+02:00,210.0,0.0,0.0,136.0,0.0
2022-03-09 22:00:00+02:00,252.0,12.0,0.0,33.0,0.0
2022-03-09 23:00:00+02:00,248.0,0.0,0.0,32.0,0.0
2022-03-10 00:00:00+02:00,298.0,6.0,0.0,0.0,0.0
2022-03-10 01:00:00+02:00,276.0,0.0,0.0,0.0,0.0
2022-03-10 02:00:00+02:00,285.0,0.0,0.0,0.0,0.0
2022-03-10 03:00:00+02:00,293.0,0.0,0.0,0.0,0.0
2022-03-10 04:00:00+02:00,285.0,0.0,0.0,,0.0
2022-03-10 05:00:00+02:00,258.0,12.0,0.0,0.0,0.0
2022-03-10 06:00:00+02:00,212.0,6.0,0.0,80.0,0.0
2022-03-10 07:00:00+02:00,249.0,0.0,0.0,0.0,0.0
2022-03-10 08:00:00+02:00,103.0,10.0,0.0,35.0,0.0
2022-03-10 09:00:00+02:00,1.0,0.0,0.0,68.0,0.0
2022-03-10 10:00:00+02:00,1.0,0.0,0.0,0.0,15.0
2022-03-10 11:00:00+02:00,0.0,0.0,0.0,0.0,8.0
2022-03-10 12:00:00+02:00,76.0,0.0,0.0,0.0,5.0
2022-03-10 13:00:00+02:00,145.0,0.0,0.0,0.0,0.0
2022-03-10 14:00:00+02:00,146.0,18.0,0.0,0.0,0.0
2022-03-10 15:00:00+02:00,157.0,25.0,0.0,0.0,0.0
2022-03-10 16:00:00+02:00,184.0,12.0,0.0,9.0,0.0
2022-03-10 17:00:00+02:00,241.0,0.0,0.0,0.0,0.0
2022-03-10 18:00:00+02:00,192.0,21.0,0.0,124.0,0.0
2022-03-10 19:00:00+02:00,210.0,0.0,0.0,115.0,0.0
2022-03-10 20:00:00+02:00,206.0,9.0,0.0,163.0,0.0
2022-03-10 21:00:00+02:00,228.0,0.0,0.0,80.0,0.0
2022-03-10 22:00:00+02:00,282.0,0.0,0.0,4.0,0.0
2022-03-10 23:00:00+02:00,299.0,0.0,0.0,44.0,0.0
2022-03-11 00:00:00+02:00,296.0,1.0,0.0,1.0,0.0
2022-03-11 01:00:00+02:00,225.0,0.0,0.0,128.0,0.0
2022-03-11 02:00:00+02:00,226.0,0.0,0.0,160.0,0.0
2022-03-11 03:00:00+02:00,247.0,0.0,0.0,106.0,0.0
2022-03-11 04:00:00+02:00,240.0,0.0,0.0,71.0,0.0
2022-03-11 05:00:00+02:00,227.0,0.0,0.0,114.0,0.0
2022-03-11 06:00:00+02:00,226.0,23.0,0.0,197.0,0.0
2022-03-11 07:00:00+02:00,230.0,0.0,0.0,155.0,0.0
2022-03-11 08:00:00+02:00,182.0,0.0,0.0,115.0,0.0
2022-03-11 09:00:00+02:00,158.0,0.0,0.0,62.0,0.0
2022-03-11 10:00:00+02:00,128.0,0.0,0.0,11.0,0.0
2022-03-11 11:00:00+02:00,131.0,0.0,0.0,0.0,0.0
2022-03-11 12:00:00+02:00,92.0,0.0,0.0,12.0,0.0
2022-03-11 13:00:00+02:00,80.0,3.0,0.0,46.0,0.0
2022-03-11 14:00:00+02:00,84.0,,0.0,57.0,0.0
2022-03-11 15:00:00+02:00,97.0,0.0,0.0,98.0,0.0
2022-03-11 16:00:00+02:00,105.0,0.0,0.0,199.0,0.0
2022-03-11 17:00:00+02:00,147.0,0.0,0.0,231.0,0.0
2022-03-11 18:00:00+02:00,120.0,0.0,0.0,384.0,0.0
2022-03-11 19:00:00+02:00,122.0,1.0,0.0,430.0,0.0
2022-03-11 20:00:00+02:00,137.0,0.0,0.0,410.0,0.0
2022-03-11 21:00:00+02:00,146.0,0.0,0.0,371.0,0.0
2022-03-11 22:00:00+02:00,180.0,0.0,0.0,338.0,0.0
2022-03-11 23:00:00+02:00,221.0,14.0,0.0,255.0,0.0
2022-03-12 00:00:00+02:00,233.0,45.0,0.0,217.0,0.0
2022-03-12 01:00:00+02:00,276.0,13.0,0.0,150.0,0.0
2022-03-12 02:00:00+02:00,285.0,0.0,0.0,120.0,0.0
2022-03-12 03:00:00+02:00,257.0,0.0,0.0,158.0,0.0
2022-03-12 04:00:00+02:00,224.0,0.0,0.0,113.0,0.0
2022-03-12 05:00:00+02:00,213.0,9.0,0.0,141.0,0.0
2022-03-12 06:00:00+02:00,223.0,0.0,0.0,121.0,0.0
2022-03-12 07:00:00+02:00,210.0,37.0,0.0,171.0,0.0
2022-03-12 08:00:00+02:00,175.0,15.0,0.0,223.0,0.0
2022-03-12 09:00:00+02:00,154.0,5.0,0.0,201.0,0.0
2022-03-12 10:00:00+02:00,117.0,2.0,0.0,164.0,0.0
2022-03-12 11:00:00+02:00,61.0,0.0,0.0,194.0,0.0
2022-03-12 12:00:00+02:00,52.0,0.0,0.0,171.0,0.0
2022-03-12 13:00:00+02:00,47.0,0.0,0.0,160.0,0.0
2022-03-12 14:00:00+02:00,51.0,0.0,0.0,163.0,0.0
2022-03-12 15:00:00+02:00,44.0,0.0,0.0,240.0,0.0
2022-03-12 16:00:00+02:00,34.0,13.0,0.0,348.0,0.0
2022-03-12 17:00:00+02:00,56.0,15.0,0.0,426.0,0.0
2022-03-12 18:00:00+02:00,70.0,16.0,0.0,525.0,0.0
2022-03-12 19:00:00+02:00,100.0,8.0,0.0,516.0,0.0
2022-03-12 20:00:00+02:00,135.0,0.0,0.0,489.0,0.0
2022-03-12 21:00:00+02:00,153.0,0.0,0.0,433.0,0.0
2022-03-12 22:00:00+02:00,172.0,0.0,0.0,384.0,0.0
2022-03-12 23:00:00+02:00,184.0,0.0,0.0,366.0,0.0
2022-03-13 00:00:00+02:00,193.0,0.0,0.0,329.0,0.0
2022-03-13 01:00:00+02:00,208.0,20.0,0.0,312.0,0.0
2022-03-13 02:00:00+02:00,204.0,3.0,0.0,241.0,0.0
2022-03-13 03:00:00+02:00,183.0,0.0,0.0,236.0,0.0
2022-03-13 04:00:00+02:00,159.0,0.0,0.0,287.0,0.0
2022-03-13 05:00:00+02:00,151.0,5.0,0.0,324.0,0.0
2022-03-13 06:00:00+02:00,157.0,0.0,0.0,340.0,0.0
2022-03-13 07:00:00+02:00,126.0,3.0,0.0,428.0,0.0
2022-03-13 08:00:00+02:00,93.0,8.0,0.0,434.0,0.0
2022-03-13 09:00:00+02:00,72.0,0.0,0.0,381.0,0.0
2022-03-13 10:00:00+02:00,52.0,0.0,0.0,314.0,0.0
2022-03-13 11:00:00+02:00,17.0,15.0,0.0,369.0,0.0
2022-03-13 12:00:00+02:00,3.0,26.0,0.0,324.0,0.0
2022-03-13 13:00:00+02:00,0.0,24.0,0.0,293.0,0.0
2022-03-13 14:00:00+02:00,0.0,13.0,0.0,316.0,0.0
2022-03-13 15:00:00+02:00,0.0,9.0,0.0,422.0,0.0
2022-03-13 16:00:00+02:00,0.0,0.0,0.0,542.0,0.0
2022-03-13 17:00:00+02:00,31.0,8.0,0.0,566.0,0.0
2022-03-13 18:00:00+02:00,24.0,3.0,0.0,634.0,0.0
2022-03-13 19:00:00+02:00,47.0,9.0,0.0,621.0,0.0
2022-03-13 20:00:00+02:00,59.0,0.0,0.0,562.0,0.0
2022-03-13 21:00:00+02:00,70.0,0.0,0.0,512.0,0.0
2022-03-13 22:00:00+02:00,76.0,0.0,0.0,520.0,0.0
2022-03-13 23:00:00+02:00,93.0,0.0,0.0,468.0,0.0
2022-03-14 00:00:00+02:00,79.0,20.0,0.0,480.0,0.0
2022-03-14 01:00:00+02:00,106.0,36.0,0.0,426.0,0.0
2022-03-14 02:00:00+02:00,90.0,19.0,0.0,443.0,0.0
2022-03-14 03:00:00+02:00,76.0,16.0,0.0,450.0,0.0
2022-03-14 04:00:00+02:00,67.0,12.0,0.0,431.0,0.0
2022-03-14 05:00:00+02:00,31.0,24.0,0.0,509.0,0.0
2022-03-14 06:00:00+02:00,2.0,12.0,0.0,646.0,0.0
2022-03-14 07:00:00+02:00,7.0,0.0,0.0,575.0,0.0
2022-03-14 08:00:00+02:00,3.0,76.0,0.0,506.0,0.0
2022-03-14 09:00:00+02:00,0.0,76.0,0.0,450.0,0.0
2022-03-14 10:00:00+02:00,1.0,12.0,0.0,461.0,0.0
2022-03-14 11:00:00+02:00,0.0,0.0,0.0,464.0,0.0
2022-03-14 12:00:00+02:00,0.0,0.0,0.0,466.0,0.0
2022-03-14 13:00:00+02:00,0.0,0.0,0.0,412.0,0.0
2022-03-14 14:00:00+02:00,2.0,0.0,0.0,403.0,0.0
2022-03-14 15:00:00+02:00,20.0,0.0,0.0,413.0,0.0
2022-03-14 16:00:00+02:00,37.0,0.0,0.0,412.0,0.0
2022-03-14 17:00:00+02:00,46.0,0.0,0.0,438.0,0.0
2022-03-14 18:00:00+02:00,49.0,0.0,0.0,463.0,0.0
2022-03-14 19:00:00+02:00,106.0,0.0,0.0,481.0,0.0
2022-03-14 20:00:00+02:00,111.0,0.0,0.0,485.0,0.0
2022-03-14 21:00:00+02:00,89.0,8.0,0.0,535.0,0.0
2022-03-14 22:00:00+02:00,122.0,0.0,0.0,464.0,0.0
2022-03-14 23:00:00+02:00,131.0,6.0,0.0,458.0,0.0
2022-03-15 00:00:00+02:00,128.0,9.0,0.0,456.0,0.0
2022-03-15 01:00:00+02:00,111.0,17.0,0.0,489.0,0.0
2022-03-15 02:00:00+02:00,126.0,6.0,0.0,453.0,0.0
2022-03-15 03:00:00+02:00,126.0,3.0,0.0,417.0,0.0
2022-03-15 04:00:00+02:00,134.0,8.0,0.0,398.0,0.0
2022-03-15 05:00:00+02:00,105.0,35.0,0.0,508.0,0.0
2022-03-15 06:00:00+02:00,57.0,26.0,0.0,622.0,0.0
2022-03-15 07:00:00+02:00,29.0,9.0,0.0,400.0,0.0
2022-03-15 08:00:00+02:00,0.0,0.0,0.0,309.0,0.0
2022-03-15 09:00:00+02:00,0.0,0.0,0.0,290.0,0.0
2022-03-15 10:00:00+02:00,0.0,0.0,0.0,268.0,0.0
2022-03-15 11:00:00+02:00,0.0,0.0,0.0,231.0,0.0
2022-03-15 12:00:00+02:00,0.0,0.0,0.0,234.0,0.0
2022-03-15 13:00:00+02:00,0.0,0.0,0.0,207.0,0.0
2022-03-15 14:00:00+02:00,0.0,0.0,0.0,149.0,0.0
2022-03-15 15:00:00+02:00,0.0,11.0,0.0,192.0,0.0
2022-03-15 16:00:00+02:00,0.0,7.0,0.0,289.0,0.0
2022-03-15 17:00:00+02:00,6.0,1.0,0.0,398.0,0.0
2022-03-15 18:00:00+02:00,3.0,9.0,0.0,496.0,0.0
2022-03-15 19:00:00+02:00,1.0,11.0,0.0,463.0,0.0
2022-03-15 20:00:00+02:00,32.0,31.0,0.0,458.0,0.0
2022-03-15 21:00:00+02:00,42.0,25.0,0.0,453.0,0.0
2022-03-15 22:00:00+02:00,72.0,20.0,0.0,425.0,0.0
2022-03-15 23:00:00+02:00,70.0,27.0,0.0,422.0,0.0
2022-03-16 00:00:00+02:00,113.0,20.0,0.0,449.0,0.0
2022-03-16 01:00:00+02:00,133.0,23.0,0.0,443.0,0.0
2022-03-16 02:00:00+02:00,131.0,3.0,0.0,398.0,0.0
2022-03-16 03:00:00+02:00,113.0,0.0,0.0,381.0,0.0
2022-03-16 04:00:00+02:00,82.0,0.0,0.0,385.0,0.0
2022-03-16 05:00:00+02:00,52.0,31.0,0.0,481.0,0.0
2022-03-16 06:00:00+02:00,52.0,4.0,0.0,,0.0
2022-03-16 07:00:00+02:00,54.0,0.0,0.0,506.0,0.0
2022-03-16 08:00:00+02:00,46.0,0.0,0.0,394.0,0.0
2022-03-16 09:00:00+02:00,48.0,0.0,0.0,389.0,0.0
2022-03-16 10:00:00+02:00,58.0,0.0,0.0,345.0,0.0
2022-03-16 11:00:00+02:00,78.0,0.0,0.0,349.0,
2022-03-16 12:00:00+02:00,157.0,0.0,0.0,294.0,
2022-03-16 13:00:00+02:00,134.0,0.0,0.0,,
2022-03-16 14:00:00+02:00,145.0,0.0,0.0,,
2022-03-16 15:00:00+02:00,203.0,,0.0,,
2022-03-16 16:00:00+02:00,345.0,0.0,0.0,,0.0
2022-03-16 17:00:00+02:00,304.0,0.0,0.0,313.0,0.0
2022-03-16 18:00:00+02:00,301.0,0.0,0.0,,0.0
2022-03-16 19:00:00+02:00,353.0,0.0,0.0,315.0,0.0
2022-03-16 20:00:00+02:00,392.0,0.0,0.0,379.0,0.0
2022-03-16 21:00:00+02:00,496.0,0.0,0.0,329.0,0.0
2022-03-16 22:00:00+02:00,627.0,0.0,0.0,230.0,0.0
2022-03-16 23:00:00+02:00,682.0,0.0,0.0,242.0,0.0
2022-03-17 00:00:00+02:00,682.0,0.0,0.0,220.0,0.0
2022-03-17 01:00:00+02:00,640.0,0.0,0.0,242.0,0.0
2022-03-17 02:00:00+02:00,568.0,0.0,0.0,239.0,0.0
2022-03-17 03:00:00+02:00,533.0,0.0,0.0,221.0,0.0
2022-03-17 04:00:00+02:00,547.0,0.0,0.0,210.0,0.0
2022-03-17 05:00:00+02:00,581.0,0.0,0.0,220.0,0.0
2022-03-17 06:00:00+02:00,492.0,0.0,0.0,382.0,0.0
2022-03-17 07:00:00+02:00,556.0,0.0,0.0,261.0,0.0
2022-03-17 08:00:00+02:00,498.0,0.0,0.0,247.0,0.0
2022-03-17 09:00:00+02:00,441.0,0.0,0.0,281.0,0.0
2022-03-17 10:00:00+02:00,429.0,0.0,0.0,287.0,0.0
2022-03-17 11:00:00+02:00,341.0,0.0,0.0,341.0,0.0
2022-03-17 12:00:00+02:00,284.0,0.0,0.0,358.0,0.0
2022-03-17 13:00:00+02:00,276.0,0.0,0.0,,0.0
2022-03-17 14:00:00+02:00,296.0,0.0,0.0,326.0,0.0
2022-03-17 15:00:00+02:00,298.0,0.0,0.0,333.0,0.0
2022-03-17 16:00:00+02:00,339.0,0.0,0.0,329.0,0.0
2022-03-17 17:00:00+02:00,301.0,0.0,0.0,330.0,0.0
2022-03-17 18:00:00+02:00,259.0,0.0,0.0,350.0,0.0
2022-03-17 19:00:00+02:00,285.0,0.0,0.0,391.0,0.0
2022-03-17 20:00:00+02:00,282.0,0.0,0.0,385.0,0.0
2022-03-17 21:00:00+02:00,290.0,0.0,0.0,373.0,0.0
2022-03-17 22:00:00+02:00,375.0,0.0,0.0,339.0,0.0
2022-03-17 23:00:00+02:00,428.0,0.0,0.0,299.0,0.0
2022-03-18 00:00:00+02:00,455.0,0.0,0.0,254.0,0.0
2022-03-18 01:00:00+02:00,604.0,0.0,0.0,166.0,0.0
2022-03-18 02:00:00+02:00,339.0,0.0,0.0,11.0,0.0
2022-03-18 03:00:00+02:00,309.0,0.0,0.0,0.0,0.0
2022-03-18 04:00:00+02:00,304.0,3.0,0.0,0.0,0.0
2022-03-18 05:00:00+02:00,306.0,25.0,0.0,7.0,0.0
2022-03-18 06:00:00+02:00,480.0,0.0,0.0,251.0,0.0
2022-03-18 07:00:00+02:00,525.0,0.0,0.0,212.0,0.0
2022-03-18 08:00:00+02:00,506.0,0.0,0.0,115.0,0.0
2022-03-18 09:00:00+02:00,526.0,0.0,0.0,62.0,0.0
2022-03-18 10:00:00+02:00,535.0,0.0,0.0,150.0,0.0
2022-03-18 11:00:00+02:00,590.0,0.0,0.0,118.0,0.0
2022-03-18 12:00:00+02:00,593.0,0.0,0.0,131.0,0.0
2022-03-18 13:00:00+02:00,574.0,0.0,0.0,126.0,0.0
2022-03-18 14:00:00+02:00,601.0,0.0,0.0,85.0,0.0
2022-03-18 15:00:00+02:00,608.0,0.0,0.0,108.0,0.0
2022-03-18 16:00:00+02:00,562.0,0.0,0.0,135.0,0.0
2022-03-18 17:00:00+02:00,539.0,0.0,0.0,173.0,0.0
2022-03-18 18:00:00+02:00,412.0,0.0,0.0,295.0,0.0
2022-03-18 19:00:00+02:00,361.0,0.0,0.0,363.0,0.0
2022-03-18 20:00:00+02:00,369.0,0.0,0.0,368.0,0.0
2022-03-18 21:00:00+02:00,386.0,0.0,0.0,360.0,0.0
2022-03-18 22:00:00+02:00,410.0,0.0,0.0,343.0,0.0
2022-03-18 23:00:00+02:00,422.0,0.0,0.0,367.0,0.0
2022-03-19 00:00:00+02:00,470.0,0.0,0.0,338.0,0.0
2022-03-19 01:00:00+02:00,442.0,0.0,0.0,369.0,0.0
2022-03-19 02:00:00+02:00,476.0,0.0,0.0,342.0,0.0
2022-03-19 03:00:00+02:00,499.0,0.0,0.0,295.0,0.0
2022-03-19 04:00:00+02:00,543.0,0.0,0.0,238.0,0.0
2022-03-19 05:00:00+02:00,521.0,0.0,0.0,279.0,0.0
2022-03-19 06:00:00+02:00,482.0,0.0,0.0,326.0,0.0
2022-03-19 07:00:00+02:00,462.0,0.0,0.0,343.0,0.0
2022-03-19 08:00:00+02:00,467.0,0.0,0.0,262.0,0.0
2022-03-19 09:00:00+02:00,490.0,0.0,0.0,245.0,0.0
2022-03-19 10:00:00+02:00,395.0,0.0,0.0,255.0,0.0
2022-03-19 11:00:00+02:00,383.0,0.0,0.0,195.0,0.0
2022-03-19 12:00:00+02:00,296.0,0.0,0.0,162.0,0.0
2022-03-19 13:00:00+02:00,281.0,0.0,0.0,147.0,0.0
2022-03-19 14:00:00+02:00,385.0,0.0,0.0,164.0,0.0
2022-03-19 15:00:00+02:00,395.0,0.0,0.0,192.0,0.0
2022-03-19 16:00:00+02:00,348.0,0.0,0.0,251.0,0.0
2022-03-19 17:00:00+02:00,220.0,0.0,0.0,364.0,0.0
2022-03-19 18:00:00+02:00,194.0,0.0,0.0,405.0,0.0
2022-03-19 19:00:00+02:00,149.0,82.0,0.0,476.0,0.0
2022-03-19 20:00:00+02:00,183.0,0.0,0.0,417.0,0.0
2022-03-19 21:00:00+02:00,215.0,0.0,0.0,411.0,0.0
2022-03-19 22:00:00+02:00,384.0,0.0,0.0,316.0,0.0
2022-03-19 23:00:00+02:00,414.0,0.0,0.0,301.0,0.0
2022-03-20 00:00:00+02:00,407.0,0.0,0.0,263.0,0.0
2022-03-20 01:00:00+02:00,467.0,0.0,0.0,194.0,0.0
2022-03-20 02:00:00+02:00,472.0,0.0,0.0,183.0,0.0
2022-03-20 03:00:00+02:00,438.0,0.0,0.0,182.0,0.0
2022-03-20 04:00:00+02:00,457.0,0.0,0.0,183.0,0.0
2022-03-20 05:00:00+02:00,463.0,0.0,0.0,178.0,0.0
2022-03-20 06:00:00+02:00,441.0,0.0,0.0,183.0,0.0
2022-03-20 07:00:00+02:00,417.0,0.0,0.0,184.0,0.0
2022-03-20 08:00:00+02:00,346.0,0.0,0.0,200.0,0.0
2022-03-20 09:00:00+02:00,398.0,0.0,0.0,175.0,0.0
2022-03-20 10:00:00+02:00,397.0,0.0,0.0,180.0,0.0
2022-03-20 11:00:00+02:00,396.0,0.0,0.0,181.0,0.0
2022-03-20 12:00:00+02:00,360.0,0.0,0.0,186.0,0.0
2022-03-20 13:00:00+02:00,367.0,0.0,0.0,170.0,1.0
2022-03-20 14:00:00+02:00,345.0,0.0,0.0,167.0,6.0
2022-03-20 15:00:00+02:00,325.0,0.0,0.0,212.0,0.0
2022-03-20 16:00:00+02:00,287.0,0.0,0.0,301.0,0.0
2022-03-20 17:00:00+02:00,201.0,0.0,0.0,441.0,0.0
2022-03-20 18:00:00+02:00,218.0,0.0,0.0,463.0,0.0
2022-03-20 19:00:00+02:00,244.0,0.0,0.0,454.0,0.0
2022-03-20 20:00:00+02:00,270.0,0.0,0.0,467.0,0.0
2022-03-20 21:00:00+02:00,294.0,0.0,0.0,417.0,0.0
2022-03-20 22:00:00+02:00,330.0,0.0,0.0,422.0,0.0
2022-03-20 23:00:00+02:00,349.0,0.0,0.0,402.0,0.0
2022-03-21 00:00:00+02:00,391.0,0.0,0.0,358.0,0.0
2022-03-21 01:00:00+02:00,420.0,0.0,0.0,311.0,0.0
2022-03-21 02:00:00+02:00,482.0,0.0,0.0,290.0,0.0
2022-03-21 03:00:00+02:00,509.0,0.0,0.0,243.0,0.0
2022-03-21 04:00:00+02:00,507.0,0.0,0.0,233.0,0.0
2022-03-21 05:00:00+02:00,509.0,0.0,0.0,272.0,0.0
2022-03-21 06:00:00+02:00,379.0,0.0,0.0,438.0,0.0
2022-03-21 07:00:00+02:00,315.0,0.0,0.0,346.0,0.0
2022-03-21 08:00:00+02:00,218.0,0.0,0.0,258.0,0.0
2022-03-21 09:00:00+02:00,224.0,0.0,0.0,240.0,0.0
2022-03-21 10:00:00+02:00,260.0,0.0,0.0,238.0,0.0
2022-03-21 11:00:00+02:00,196.0,0.0,0.0,346.0,0.0
2022-03-21 12:00:00+02:00,198.0,0.0,0.0,351.0,0.0
2022-03-21 13:00:00+02:00,248.0,0.0,0.0,281.0,0.0
2022-03-21 14:00:00+02:00,276.0,0.0,0.0,255.0,0.0
2022-03-21 15:00:00+02:00,280.0,0.0,0.0,285.0,0.0
2022-03-21 16:00:00+02:00,288.0,0.0,0.0,278.0,0.0
2022-03-21 17:00:00+02:00,305.0,0.0,0.0,291.0,0.0
2022-03-21 18:00:00+02:00,248.0,0.0,0.0,309.0,0.0
2022-03-21 19:00:00+02:00,273.0,0.0,0.0,362.0,0.0
2022-03-21 20:00:00+02:00,298.0,0.0,0.0,408.0,0.0
2022-03-21 21:00:00+02:00,372.0,0.0,0.0,343.0,0.0
2022-03-21 22:00:00+02:00,477.0,0.0,0.0,291.0,0.0
2022-03-21 23:00:00+02:00,549.0,0.0,0.0,294.0,0.0
2022-03-22 00:00:00+02:00,649.0,0.0,0.0,222.0,0.0
2022-03-22 01:00:00+02:00,681.0,0.0,0.0,210.0,0.0
2022-03-22 02:00:00+02:00,655.0,0.0,0.0,198.0,0.0
2022-03-22 03:00:00+02:00,650.0,0.0,0.0,174.0,0.0
2022-03-22 04:00:00+02:00,643.0,0.0,0.0,150.0,0.0
2022-03-22 05:00:00+02:00,650.0,0.0,0.0,161.0,0.0
2022-03-22 06:00:00+02:00,652.0,0.0,0.0,219.0,0.0
2022-03-22 07:00:00+02:00,699.0,0.0,0.0,90.0,0.0
2022-03-22 08:00:00+02:00,638.0,0.0,0.0,52.0,0.0
2022-03-22 09:00:00+02:00,624.0,0.0,0.0,37.0,73.0
2022-03-22 10:00:00+02:00,602.0,0.0,0.0,86.0,46.0
2022-03-22 11:00:00+02:00,608.0,0.0,0.0,146.0,0.0
2022-03-22 12:00:00+02:00,588.0,0.0,0.0,133.0,0.0
2022-03-22 13:00:00+02:00,544.0,0.0,0.0,143.0,1.0
2022-03-22 14:00:00+02:00,542.0,0.0,0.0,155.0,0.0
2022-03-22 15:00:00+02:00,578.0,,0.0,154.0,0.0
2022-03-22 16:00:00+02:00,609.0,0.0,0.0,154.0,0.0
2022-03-22 17:00:00+02:00,642.0,0.0,0.0,124.0,0.0
2022-03-22 18:00:00+02:00,630.0,0.0,0.0,80.0,0.0
2022-03-22 19:00:00+02:00,571.0,0.0,0.0,145.0,0.0
2022-03-22 20:00:00+02:00,584.0,0.0,0.0,150.0,0.0
2022-03-22 21:00:00+02:00,576.0,0.0,0.0,155.0,0.0
2022-03-22 22:00:00+02:00,628.0,0.0,0.0,188.0,0.0
2022-03-22 23:00:00+02:00,649.0,0.0,0.0,202.0,0.0
2022-03-23 00:00:00+02:00,654.0,0.0,0.0,215.0,0.0
2022-03-23 01:00:00+02:00,601.0,0.0,0.0,252.0,0.0
2022-03-23 02:00:00+02:00,623.0,0.0,0.0,,0.0
2022-03-23 03:00:00+02:00,609.0,0.0,0.0,184.0,0.0
2022-03-23 04:00:00+02:00,645.0,0.0,0.0,155.0,0.0
2022-03-23 05:00:00+02:00,671.0,0.0,0.0,176.0,0.0
2022-03-23 06:00:00+02:00,601.0,0.0,0.0,275.0,0.0
2022-03-23 07:00:00+02:00,574.0,0.0,0.0,126.0,0.0
2022-03-23 08:00:00+02:00,468.0,0.0,0.0,107.0,0.0
2022-03-23 09:00:00+02:00,478.0,0.0,0.0,75.0,25.0
2022-03-23 10:00:00+02:00,509.0,0.0,0.0,81.0,69.0
2022-03-23 11:00:00+02:00,492.0,0.0,0.0,124.0,21.0
2022-03-23 12:00:00+02:00,454.0,0.0,0.0,139.0,17.0
2022-03-23 13:00:00+02:00,451.0,0.0,0.0,122.0,11.0
2022-03-23 14:00:00+02:00,447.0,0.0,0.0,132.0,3.0
2022-03-23 15:00:00+02:00,433.0,,0.0,137.0,0.0
2022-03-23 16:00:00+02:00,381.0,0.0,0.0,158.0,0.0
2022-03-23 17:00:00+02:00,263.0,0.0,0.0,278.0,0.0
2022-03-23 18:00:00+02:00,267.0,0.0,0.0,264.0,0.0
2022-03-23 19:00:00+02:00,259.0,0.0,0.0,305.0,0.0
2022-03-23 20:00:00+02:00,295.0,0.0,0.0,307.0,0.0
2022-03-23 21:00:00+02:00,314.0,0.0,0.0,262.0,0.0
2022-03-23 22:00:00+02:00,325.0,0.0,0.0,251.0,0.0
2022-03-23 23:00:00+02:00,358.0,0.0,0.0,281.0,0.0
2022-03-24 00:00:00+02:00,396.0,0.0,0.0,260.0,0.0
2022-03-24 01:00:00+02:00,425.0,0.0,0.0,280.0,0.0
2022-03-24 02:00:00+02:00,391.0,0.0,0.0,294.0,0.0
2022-03-24 03:00:00+02:00,386.0,0.0,0.0,275.0,0.0
2022-03-24 04:00:00+02:00,374.0,0.0,0.0,283.0,0.0
2022-03-24 05:00:00+02:00,367.0,0.0,0.0,296.0,0.0
2022-03-24 06:00:00+02:00,312.0,0.0,0.0,347.0,0.0
2022-03-24 07:00:00+02:00,322.0,0.0,0.0,229.0,0.0
2022-03-24 08:00:00+02:00,263.0,0.0,0.0,193.0,0.0
2022-03-24 09:00:00+02:00,232.0,0.0,0.0,168.0,0.0
2022-03-24 10:00:00+02:00,227.0,0.0,0.0,230.0,0.0
2022-03-24 11:00:00+02:00,235.0,0.0,0.0,212.0,0.0
2022-03-24 12:00:00+02:00,218.0,0.0,0.0,197.0,0.0
2022-03-24 13:00:00+02:00,247.0,0.0,0.0,190.0,0.0
2022-03-24 14:00:00+02:00,283.0,0.0,0.0,160.0,0.0
2022-03-24 15:00:00+02:00,306.0,,0.0,174.0,0.0
2022-03-24 16:00:00+02:00,299.0,0.0,0.0,184.0,0.0
2022-03-24 17:00:00+02:00,246.0,0.0,0.0,206.0,0.0
2022-03-24 18:00:00+02:00,252.0,0.0,0.0,219.0,0.0
2022-03-24 19:00:00+02:00,308.0,0.0,0.0,352.0,0.0
2022-03-24 20:00:00+02:00,397.0,0.0,0.0,305.0,0.0
2022-03-24 21:00:00+02:00,474.0,0.0,0.0,260.0,0.0
2022-03-24 22:00:00+02:00,558.0,0.0,0.0,191.0,0.0
2022-03-24 23:00:00+02:00,628.0,0.0,0.0,243.0,0.0
2022-03-25 00:00:00+02:00,646.0,0.0,0.0,270.0,0.0
2022-03-25 01:00:00+02:00,573.0,0.0,0.0,231.0,0.0
2022-03-25 02:00:00+02:00,596.0,0.0,0.0,117.0,0.0
2022-03-25 03:00:00+02:00,608.0,0.0,0.0,105.0,0.0
2022-03-25 04:00:00+02:00,603.0,0.0,0.0,94.0,0.0
2022-03-25 05:00:00+02:00,617.0,0.0,0.0,107.0,0.0
2022-03-25 06:00:00+02:00,526.0,0.0,0.0,181.0,0.0
2022-03-25 07:00:00+02:00,439.0,0.0,0.0,127.0,0.0
2022-03-25 08:00:00+02:00,354.0,0.0,0.0,127.0,0.0
2022-03-25 09:00:00+02:00,341.0,0.0,0.0,108.0,0.0
2022-03-25 10:00:00+02:00,351.0,0.0,0.0,127.0,1.0
2022-03-25 11:00:00+02:00,417.0,0.0,0.0,119.0,22.0
2022-03-25 12:00:00+02:00,426.0,0.0,0.0,133.0,29.0
2022-03-25 13:00:00+02:00,449.0,0.0,0.0,127.0,43.0
2022-03-25 14:00:00+02:00,429.0,0.0,0.0,82.0,14.0
2022-03-25 15:00:00+02:00,504.0,0.0,0.0,80.0,2.0
